text,final_label
ó máa ń jọ pé kò ní ṣe é ṣe títí tí yóò fi di ṣíṣe nelson mandela,NEUTRAL
níjọ́ kìníní ànàá nígbà tí a bẹ̀rẹ̀ àwọn kan ní kíni ti yoòbá lórí ayélujára ṣe jẹ́ àmọ́ adúpẹ́ pé èso rere ni ń so,POSITIVE
mo gbo jamani koda mo tun gbo yoruba gt mo gbo jamani daadaa ju yoruba lo abi bẹ́ẹ̀ni,NEUTRAL
ẹ kú àjọ̀dún ọdún á yabo o,POSITIVE
ọba máà jẹ́ a ràrìn fẹsẹ̀ sí o,POSITIVE
ọba ilẹ̀ẹ yoòbá méjì ni yóò wà nípàdé náà,NEUTRAL
túmọ̀ gbólóhùn yìí sí èdè yorùbá ► jide im so sure youve sworn not to visit my house,NEUTRAL
ó ní ohun tí ẹ fẹ́ mọ̀ nínú àṣàa yorùbá kí ni nǹkan náà ẹ jẹ́ ká gbọ́ ti yín kí a ba lè ṣe é bí ẹ ti fẹ́ ní,NEUTRAL
baba yìí fẹ́ dá nkan lẹ̀,NEGATIVE
ẹkáàárọ̀ o ìyá alámàlà ìbàdàn ṣé ìsaasùn ọbẹ̀ ò yọnu,POSITIVE
ni ede yoruba afefe ti fe ato ri furo adiye asiri ti to ooooooooooo oya eba wa ka lo gbogbo alaye tẹ ṣe kalẹ àlè yìí ó dára kò sì èyí tí kò dára,POSITIVE
ọọ̀ni ò gbọdọ̀ jáde inú ìyẹ̀wù fún ọjọ́ márùnùn òun pẹ̀lú àgbààgbà méje ní iṣẹ́ láti ṣe,NEUTRAL
ìtumọ̀ páálí ìrọkún tí gbogbo èyàn nbèèrè yìí ó dàbí ká fi ẹ̀tẹ̀ sílẹ̀ ká wo làpálàpá ni,NEUTRAL
♫ àtẹnujẹ kó má pa mi ò e e e àtẹnujẹ kó má pa mi ♫,POSITIVE
ńjẹ́ kí alákọ̀wé sáre bẹ èkó wò ló bá bá ìtòlà epo tó gùn gbàànànàgbaanana èé ti rí,NEUTRAL
oyin mú egbò jiná kíá a lè kan sójú bí ojú bá ń yọnu fún ìpara kára lè ma jọ̀lọ̀ fún irin gbíngbín àti fún ọkànòjọ̀kan aàrùn,NEUTRAL
e to ore yin kan lo ti o je elesin musulumi ke rt níbo ni olúwarẹ̀ ti lé wá rí ẹran iléyá jẹ báyìí o,NEUTRAL
jega ti di jìgá sí wọn lọ́rùn àṣírí ti ń tú bọ̀,NEGATIVE
ẹ wí fún olóṣèlú ọlọ́lá àti bọ̀rọ̀kìní orílẹ̀èdè nigeria kí ó fi ojú sí ìgbátẹrù àwọn oníṣẹ́ ọpọlọ kí a ba gòkè,POSITIVE
àrìrá ló máa sán pa olódì mi,NEGATIVE
jíjẹ nìkan kọ́ ni kòkòrò ajẹ́bíidán oògùn ní í ṣe pẹ̀lú oró oyin ń ṣiṣẹ́ tí a bá fi tànìyàn tí aàrùn iléìtọ̀ ń bá fínra,POSITIVE
àwọn ti ológun pa wọ́n kì í ṣe ọmọ ẹgbẹ́ boko haram rárá òwe àwọn àgbà kú ti sọ oní oríyeye ní ńmògún tàìṣẹ̀ ló pọ̀,NEGATIVE
orúkọ tí a ma ń pe ọba òsogbo ni àtaọjà ìlú òsogbo the title of the king of òsogbo is àtaọjà of òsogbo ọ̀sun state,NEUTRAL
àwa nìyẹn jàre àwa ò lè wá kú,POSITIVE
ohùn ènìyàn lohùn ọlọ́hun èyí burú jáyì ènìyàn ò fẹ ọlọ́run ò fẹ,NEGATIVE
ọdún àti ayẹyẹ ní ilẹ̀ yorùbá ọdún èṣí ayẹyẹ tí wọ́n ṣe ní ọdún tí ó kọjá ní ọdún èṣí ọdún yìí ayẹyẹ tí wọ́n ma ṣe ní ọdún tí wọ́n wà nínú rẹ̀ lọ́wọ́ àmọ́dún ayẹyẹ tí wọ́n ma ṣe ní ọdún tí ó ń bọ̀ àṣe yìí ṣàmọ́dún,POSITIVE
bí ẹ bá ṣe òfin tótó ẹ ó rí ohun èlò ògbufọ̀ sí èdè mìíràn bí tinú àwòrán wọ̀nyí èyí ni dúró fún àlàyé ni bàbá ọ̀rọ̀,NEUTRAL
ẹní da eérú ni eérú ń tọ̀ òwe ọlọ́gbọ́n sojo sọ́kàn àgbà ọ̀rọ̀ ìjìnlẹ̀ fún aronújìnlẹ̀ mọ́ ṣe é loògun mọ́ mọ̀,NEUTRAL
chapter done ta ló sọ pé kò pọ̀ kẹ̀,NEUTRAL
á á ṣẹ́ èdùà á wò ó á tó olórúkọ á ju olórúkọ lọ o,POSITIVE
arojúowó kì í ṣẹ̀ṣọ́ ọkàn ẹni ni ẹ̀ṣọ́ ẹni,NEUTRAL
ẹyin tí ẹ béèré pé báwo la ṣe lè kọ yorùbá pẹ̀lú àmì lórí blackberry kòtí ì sí ànfàní ẹ̀ báyìí nkan mẹ́ta lèmí rí pó fàá,NEUTRAL
ẹ kú ojúmọ́ re a kú àyájọ́ àádọ́ta ọdún ó lé mẹ́ta ta gba òmìnira àlàáfíà ni fún orílẹ̀ èdèe wa,POSITIVE
òkúta igi tàbí nǹkan míì ni a fi ń pààlè iye tọ́jà jẹ́ sórí ọ́jà ta ló jẹ́ pààlè sórí ọjà lóde ònìí tí ọ̀ṣà ò ní gbé e lọ́jà lọ,NEGATIVE
olúwadámilọ́lá happy birthday darling igba ọdún ọdún kan ni kòní bàjẹ́ baby,POSITIVE
ẹbí ará àti ọ̀rẹ́ ṣẹ pàtàkì jú owó àti ọlá lọ,NEUTRAL
olódodo ni ògún ó kọ àrífín irọ́ èké ilẹ̀dídà òtítọ́ ni ògún dúró lé àfi kí ọkàn mọ́ sí ọkàn,NEGATIVE
what is the name of the yorùbá deity that is known for treating people with herbs and leaves kíni orúkọ òrìṣà yorùbá tí ó ma ń tọ́jú èèyàn pẹ̀lú ewé àti egbò,NEUTRAL
ó ṣe bọ̀bọ́ yẹn kú ní wọn ò ràn án lọ́wọ́ bíi dókítà wọn ọjọ́sí,NEGATIVE
ní ilẹ̀ẹ àti ilẹ̀ mìíràn lókè òkun àdúgbò ló ń gba gbogbo ilú kan,NEUTRAL
ọ̀rọ̀ díẹ̀ tó fún ọlọ́gbọ́n ìjọba wa dẹ̀ẹ́dẹ̀ẹ́ mèràwé ó kù síi yín lọ́wọ́ o,POSITIVE
bàbá ni ẹní kọ́kọ́ lo bàbá kérésì gẹ́gẹ́ bí ọ̀rọ̀ àwọn ló mú ọ̀rọ̀ náà wá sétíi wa |,NEUTRAL
ògìdán tí í ṣe olórí ẹrú rẹ̀ laṣíwájú ọgọ́rùnún ẹrú tó darapọ̀ mọ́ ọmọ ogun ìbàdàn láti dojú ìjà kọ èkìtì,NEGATIVE
ire ni o ire ni ti wa lọ́jọ́ gbogbo,POSITIVE
omi gaàrí ìsà wọtà ẹja díndín ìsà fiṣì ṣòkòtò pénpé ìsà nikà,NEUTRAL
ẹ jáde ẹ lọ dìbò o ẹ̀yin ti yankí ó ṣe pàtàkì púpọ̀,POSITIVE
ǹjẹ́ ẹ mọ̀ wípé àwọn oníṣòwò kéékèèké ní ilẹ̀ yorùbá àtijọ́ ni à ń pè ní aláàróbọ̀ wọ́n ma ń ra ọjà tí wọ́n ma wá tún tà ní kékeré ní ọjà àwọn oníṣòwò yìí má ń ní ṣe pẹ̀lú àwọn ọjà oko ohun ọ̀gbìn àti ọ̀sìn àwọn obìnrin ni wọ́n gba òwò yìí kan,NEUTRAL
onírúurú eré ni wọ́n kọ eré bíi ló ti agódo ọpọlọ alágbà yọ jáde,NEUTRAL
ilẹ̀ ekukuru tí ó gbóná nítorí oòrùn ni ó di kí ó tó di tí a mọ̀ nísìsìyín,NEUTRAL
ẹ káàsán o àsìkò ti tó fún wa láti mọ ẹni tó fọmọ yọ nínú èdè gba mẹ́wàá nínú ẹẹ́ẹ̀rìndínlógún kí o gba owó ìpè náírà,NEUTRAL
n ò jẹ́ gbàgbé òórùn aládùn tó ma ń gba òde kan bíyàá àgbà bá ń sebẹ̀,POSITIVE
emu nka to giriki bo o alákọ̀wé nbẹ́ ní ìlú báyìí ẹ wo òṣùpá àti àwọn ìràwọ̀ ṣe tanná kalẹ̀ sókè,NEUTRAL
oṣófọlábọ̀ the oṣó came back with wealth,POSITIVE
gege bi eyin na ti pinnu ni o èmi pinnu pé lónìí o ìlọsíwájú rere dé bá mi ayọ̀ wọlé tọ̀ mí wá kí ni ìp,POSITIVE
tí iṣu ẹni bá ta a ńfọwọ́ bòó jẹ ni if ones yam is wellformed it should be consumed under wrapsavoid osten,NEUTRAL
orisa are emissaries of olodumare the word òrìsà doesnt translate to idol or god òrìsà is òrìsà olodumare proves its e,INDETERMINATE
ah ọlọ́run ọba gbàkóso àrùn jẹjẹrẹ èjìká,POSITIVE
irè oko tuntun ní í tẹ̀lé òjò àrọ̀rọ̀ìdáa oṣù òkúdù oṣù tí ó tẹ̀lé ìdìde ohun tí ó ti kú nílẹ̀ ni oṣù karùnún ọdún agẹmọ,NEUTRAL
o dara ko buru rara ẹ jẹ́ kí n jáde gbatẹ́gùn díẹ̀,POSITIVE
igbá kékèèké ni ààmì tí a fi ń dá yemọja mọ̀ ní ẹ̀bá odò ni àsábà ma ń rí ojúbọ yìí,NEUTRAL
táájù con dey go i wan close onílé ọtí ti fẹ́ tìsọ ọjà yá lónìí ó tètè fẹ́ẹ́ relé,NEUTRAL
kí ló wà nínú àwòrán yìí,NEUTRAL
ó yẹ kí n ṣàlàyé pé àkẹ̀ ni a máa ń pe àwọn ewúrẹ́ tó bá tóbi jùlọ,NEUTRAL
tabi ti te egbaaa garri e dun gan kosi suga ra ra gaàrí ìjẹ̀bú ni,NEUTRAL
ẹ kú ọdún o ọdún a yabo o,POSITIVE
ó parí àgbà ti ńdé sí kọ́un àmọ́ káṣìmáawòó ṣá ó lè tún yí padà,NEUTRAL
àkànlò èdè ni rísí ti gbé aáyán mìn ìyẹn ni pé rísí ti lóyún kí ni ìtumọ̀ akùkọ ti kọ lẹ́yìn rísí,NEUTRAL
ọ̀rọ̀ orúkọ yorùbá and sílébù kò sí ọ̀rọ̀ orúkọ yorùbá kankan tí ó ní sílébù kan ṣoṣo àwọn ọ̀rọ̀ orúkọ yorùbá bẹ̀rẹ̀ pẹ̀lú sílébù méjì lọ sí òkè,NEUTRAL
twitter di pápá ìròyìn ayédèrú lásìkò ìdìbò ọdúnun ní nàìjíríà,NEGATIVE
a lè yan ẹran míì fún ọ̀sẹ̀ kan ẹ wá sọ fún mi báwo ni aàrùn ṣe lè ṣe lúgọ sínú irúu ẹran tíná ti rà pa báyìí,NEUTRAL
ìbá dára bí ìjọba èkó bá jáde síta gbangba láti jẹ́ kí gbogbo akẹ́kọ̀ọ́ àti òbí mọ̀ yìí,POSITIVE
fáìlì yàtọ̀ sí fàlí àmàlà dúdú olódodo ìkà òpùrọ́ ni fùfú,NEGATIVE
adùnìrèké àti tábà ni à ń fi ojú irin tí a fi àágùn ẹrú kọ́ ní cuba kó,NEUTRAL
dágigé gágigé àáké kan ò le è dágigé dágilà dágilà ẹ̀ẹ̀là kan ò le è dágilà bí ò serelú àti apènà òṣùgbó ò le è dáwo ṣe,NEUTRAL
pọ́njúòwìwí rè é o oògùn agbógunti àìfojúrí kòkòrò tí ń bára kọ̀yá ìjà ní í ṣe who,NEUTRAL
pápá oko a máa dùn ún jó nínúu ọyẹ́ pọ̀ bẹ́ẹ̀ gẹ́lẹ́ ni ewu iná inú ọyẹ́ pọ̀ jọjọ,NEUTRAL
eto idibo tó ń bọ̀ yìí kò sì àníàní láàrin apc àti pdp lọ wà pẹ̀lú buhari osinbajoapc nínú egbe kan náà àti atikuobi pdp nínú egbe kejì ìbéèrè mi sì ojúlówó ẹ̀yà yorùbá ni pé kini ajumose ohun réré àti ajumokegbe pọ wá túmọ̀ sí,NEUTRAL
àwọn obìnrin ńlá láàfin bí ìyá ọlọ́ṣun ìyálé oòduà ìyá ọdẹ ẹni ọjà ma ń fìyẹ́ pupa ìrù ẹyẹ odídẹrẹ́ ṣe irun wọn lọ́ṣọ̀ọ́,NEUTRAL
ọlọ́run alágbára a tún dúpẹ́ fún ọjọ́ mìíì fi ìṣọ́ rẹ ṣó wa olúwa ọba,POSITIVE
mélòó ńnú ẹni dúdú tó jẹ́ jànkànjànkàn olókìkí ìgbanì lo mọ̀ tí ẹni funfun fi sínú àkọsílẹ̀,NEUTRAL
kí á yé bímọ bíi ẹdá ṣé ẹ́ gbọ́ ti sọ,NEUTRAL
ẹ̀yin èèyàn mi báwo ni ìpalẹ̀mọ́ ọdún ti nlọ,POSITIVE
ẹ ṣeun baba fun ojo oni,POSITIVE
ó ṣe ètò àti ẹ̀rọ títa omi láti ilé rẹ ní ìjú ní ìgbà àsìkò lọ òwò omi títa gbayì ó gbẹ̀yẹ tí èrè orí rẹ̀ pọ̀ ní rẹpẹtẹ títí ìjọba fi bẹ̀rẹ̀ si ní ṣe àkóso omi títa fúnra wọn da rocha ṣe òwò wúrà ní ọdún tí ó sì rí èrè jaburata ní orí rẹ̀,POSITIVE
kí lẹ tíì rí inú omi adágún ni olọ́tí sùn mọ́júmọ́,NEGATIVE
iwude ìjẹ̀sà ó jẹ́ ọdún tí àwọn ìjẹ̀ṣà ma ń ṣe láti rántí àwọn aláálẹ̀ wọn àti láti ṣe ìtẹríba fún wọn àti wípé wọ́n ma tún ń fi àsìkò náà rúbọ àti gba àdúrà sí elédùmarè fún dáada ìsinmi àti ìlọsíwájú àwọn ọmọ ìlú,POSITIVE
kí èṣù gbà kẹ́bọ ó dà fẹ́lẹ́bọ a dífá fún èèbó ọmọ atukọ̀ lọ́kọ̀ ọmọ a gbẹ́ rebete lórí rebete ►,NEUTRAL
lònii isinmi wa fun gbogbo osise ni ipinle oyo ki won le lo gba kaadi idibo alalope won njè iwo ti gba tìre naa bi,NEUTRAL
wọ́n ní bí a bá ṣeni lóore ọpẹ́ là ńdá arábìnrin ṣẹwà ọ̀gáà mi ẹ ṣeun fún ẹ̀bun bàtà tí ẹ fi ṣọwọ́ ìlọ́po ire ni ẹ óò rí mo dúpẹ́,POSITIVE
ṣomọ̀ pé orúkọ ẹrú ni àwọn orúkọ ọmọ èkó bíi,NEUTRAL
kí ni ìtúmọ̀ ààrẹ ọ̀nà kakaǹfò,NEUTRAL
ní àkótán ohun tí ẹ̀ ń sọ ni pé agbára àwọn ìyáa wa àtijọ́ rékọjá ọmọbìnrin òde òní àti pé àwọn ìyáa wa àtijọ́ ní ìmọ̀ ọmọ bíbí ju àwọn tìsẹ̀yìn lọ,NEUTRAL
ohun tó wá jẹ́ ẹ̀dùn ọkàn fún mi ò ju pé tíí ṣe ọ̀kan lára ohun èlòo ńkọ iyán kére,NEGATIVE
a ò tí ì gba òmìnira bí a bá sì ń ra oúnjẹ láti ilẹ̀ òkèèrè bí a bá sì ń jẹ́ orúkọ ilẹ̀ òkèèrè tá à jẹ́ ti wa,NEUTRAL
bọ̀bọ́ kí ló ń ṣẹlẹ̀ ganan ganan,NEUTRAL
a gbọ́ nípa ìṣẹ̀lẹ̀ ní lánàá ọmọ bọ́ lẹ́hìn abiamọ pupa kan kíá ni ó bọ́ra sí ìwòrìwò tí ń sá yí ọjà,NEGATIVE
àti yóò fi irin lu irin lálẹ́ yìí kí lọ́ ma gbá,NEUTRAL
ìṣẹ̀dálẹ̀ ìlú ìgbòho bí ogun núpé ti tú ọ̀yọ́ ká ní ìgbà àkọ́kọ́ gbàrà ní bíi ọdún ṣẹ̀yìn aláàfin onígbógi àti àwọn ìjòyè ọ̀yọ́ ilé mélòó kan sá gba ìlú àwọn bàrìbà lọ láti fi orí wọn pamọ́ sí aláàfin onígbógi fẹ́ ọmọbìnrin bàrìbà tí ó bímọ,NEUTRAL
bọ́lọ́pàá bá dé wọn ò báà pé mẹ́wàá ń kojú ọlọ́pàá sójà nìkan àti ámì nìkan ni n lè kojú ti se ọmọ yìí jiná lálẹ́ àná,NEUTRAL
iṣẹ́ àgbẹ̀ niṣẹ́ ilẹ̀ẹ wa,NEUTRAL
gẹ́gẹ́ bí àpẹẹrẹ ọmúu fúnmilọ́lá kì í ṣe ọmú fúnmilọ́lá okóo kọ́láwọlé ️ okó kọ́láwọlé bàtàà mi ️ bàtà mi ireè mi ️ ire mi ìlúù mi ️ ìlú mi,NEUTRAL
erin kú mọ̀ngúdú fi jẹ ẹfọ̀n kú mọ̀ngúdú fi jẹ mọ̀ngúdú wá kú kò rẹ́ni fi òhun jẹ kíni o the elephant died mọ̀ngúdú ate it buffalo died mọ̀ngúdú ate it mọ̀ngúdú then dies but no one was able to eat it what is mọ̀ngúdú,NEUTRAL
ọmọ odùduwà oòduà á gbè yín o bàámi | sahara reporters,POSITIVE
ọdún iṣu jẹ́ ọdún tó ṣe pàtàkì láàárín àwọn àwùjọ yorùbá oríṣi láti fi ìmore hàn sí àwọn òrìṣà pàápàá jù lọ kí èrè oko ọdún tó ń bọ̀ lè pọ̀ ní jaburata oríṣi ètùtù àti àdúrà ni wọ́n ma ṣe ṣíwájú tí eré ìdárayá sì ma tẹ̀le,POSITIVE
ìbaṣe pé àwa la kọ́ itan wa ni ko bá ma si iru àríyanjiyan yíì,POSITIVE
àbá ẹ jáde síta gbangba ẹ jẹ́ a mọ ohun ẹ fẹ́ ní pàtó ẹ sinmi ìpànìyàn ní àréwá mẹ̀kúnnù lẹ̀ ńpa ṣáwa la ṣẹ̀ yín ni,MIXED
tùwọ́n nínú olúwa tù wọ́n nínú àgàn tí kò rọ́mọ gbé pọ̀n tù wọ́n nínú olúwa,POSITIVE
ṣèbí ẹni tí ó ní àláfíà ló ráàyè nà sórí àga àbí ẹni ayé ń yọ lẹ́nu a máa gbafẹ́ bí ọlọ́run ṣeun o jàre bàbá ṣe é,POSITIVE
ẹbọ lẹnu ayé má gbọ̀ọ́ ti aráyé ìwọ má wo bẹ̀ kọ etí ikún sí wọn ṣá máa ṣe tì ẹ lọ ọjọ́ ńbọ̀ lolúwa wí,POSITIVE
dákun yà lọ́nà bí o bá ti gbọ́ ìpèe fèrè ọkọ̀ ìlera pàjáwìrì aláìsàn tó ń fọn,NEUTRAL
ẹ ṣé járe ẹ bá wa bèèrè owóo wa nnpc building,POSITIVE
àlááfíà fún mi àlááfíà fún ọ àlááfíà fún wa àlááfíà fún àlááfíà fún àgbáńláayé,POSITIVE
ìyàtọ̀ wo ló wà láàárín aṣọ òfì àti aṣọ òkè,NEUTRAL
ẹ yáa wí bẹ́ẹ̀ àpèmọ́ra eni làá pe tèmídire,POSITIVE
dálémoṣú náà ni ní aiyé àtijọ́ ilé bàbá ni ọmọ ń ní ní aiyé ìsìn yìí ọmọ lè dá gbé,NEUTRAL
enlè nle o òoo ẹ kú àbámẹ́ta,POSITIVE
lẹ́hìn tí mo kí ọlọ́run tán ẹ̀yin èèyàn ló kù ẹ̀yin ọmọ káàárọ̀oòjíire mo júbà o,POSITIVE
ẹni tí ó bá ń rì yóò wà ọ̀nàkannà láti gba ara rẹ̀ là lọ́wọ́ ìṣàn tàbí ìrúsókèrúsódò omi,NEUTRAL
ẹ káàárọ̀ o ẹ̀yin ará ìlú àwọn òkú ẹ kú ìfaradà o,POSITIVE
it means ìyàwó á bí akọ àbíró àti abo àbíyè,POSITIVE
àwọn èèyàn wa lọ́ra wọn ò tilẹ̀ gba ti owó èèbó tuntun ọ̀hún nígbàtí ó máa fi di shillings ti di ìlúmọ̀ọ́ká,NEUTRAL
àgbo ibà ewé mẹ́fà ni a fi to àgbo yìí bótujẹ̀ ewúro òro ìbẹ́pẹ akọ làílà,NEUTRAL
mo rántí àwọn nkan tó má ń ṣẹlẹ̀ nígbà tí mo ń gbé ilé binukonu face me i face you anti táwa ó yà ẹ wé kíá ẹ jáde ní ilé igbonse mo ti dé yagbe kia kini ìrírí tí yin,NEUTRAL
àti ti parí ìjà wọn báyìí wọ́n ti ṣe ètò ìrẹ́pọ̀ fún ọdún mẹ́wàá láàrin arawọn,POSITIVE
bí bẹ́ẹ̀ kọ̀ọ́ ìlú ò ní rọgbọ tí ìlú ò sì ní dàgbà sókè èyí tí ó túnmọ̀ sí wípé èèyàn ibi ni olúbàdàn náà,NEGATIVE
yẹ ibùdó ìtàkùn yìí náà wò ~gt,NEUTRAL
a óò jí ire o,POSITIVE
eléyìí sún mọ dáada,NEUTRAL
ní ọ̀yọ́ wọ́n yọ aláàfin àjàká èyí tí ń ṣe ẹ̀gbọ́n ṣàǹgó kúrò lórí oyè ọba nítorí pé wọ́n ní kò gbójúgbóyà wọ́n pe ṣàǹgó ẹni líle ọkùnrin ogun wálé láti àjò láti wá jọba lẹ́hìn ìgbà ṣàǹgó lórí oyè àjàká padà wá jọba ọ̀yọ́,NEUTRAL
a ṣe àlàpà ní ọ̀sọ́ kò gbọ́ a ṣe ohun gbogbo fún igi ó yẹ igi òwe yorùbá ni kí wá ni àlàpà,NEUTRAL
bàbá sọ sọ kótó lọ alákeji àmọ́ pàbo lọ̀rọ̀ wọn jásí elétí ikún ni wọ́n dèdèrè ti di etíi wọn,NEGATIVE
nǹkankan ṣo tí mo gbọ́ ni ìyá àgbà saray ó dá mi lójú pé ìyá àgbà yìí yóò sọ̀rọ̀ tí ó wúni lórí ju ilham aliyev lọ,POSITIVE
a ò lo ináa mànàmáná dójú àmì ìyẹn ò sì ní kí adámú yín ó máà mú ìwé owó iná wá ìyẹn ò rá a yín àfi kí ẹ gba owó ìbànújẹ́,NEGATIVE
iyọ̀ a máa mú ẹran pẹ́,NEUTRAL
òwú kì í là kí inú ó bólóko ǹjẹ́ lónìí tí í ṣe ọjọ́ tí ó kẹ́yìn oṣù yìí ọlọ́nàọlà bá mi la ọ̀nà kí ọ̀nàa mí ó là olódùmarè ti ṣínàa ọlà fún mi ó ti tún ọ̀nàa mi là,POSITIVE
ojo ti iwa jegudujera ati iwa eyiiokanmi ba kasenle rt ọjọ́ wo ni ètò ìlera tó péye máa to wà ní,NEGATIVE
olúbàdàn láṣẹ láti fi ẹnikẹ́ni èèyànkéèyan joyè gẹ́gẹ́ bí olú ìbàdàn síbẹ̀ ìṣẹ̀dálẹ̀ àti àlàálẹ̀ òye jíjẹ ṣe kókó,NEUTRAL
alápatà tàbí ẹnikẹ́ni tó bá pa ẹdìẹ ewúrẹ́ àgbò àgùntàn màálù ní í gba ọrùnun rẹ̀,NEUTRAL
oṣó tì mí lẹ́yìn ìtumọ orúkọ naa rèé,NEUTRAL
iléaiyé yìí kún fún ìyanu ọlọ́run tobi lọ́ba,POSITIVE
ibi ọ̀rọ̀ lórí èèbó ìjàpá ọlọ́gbọ́n àrékérekè ni mò ń bá bọ̀,NEGATIVE
ọ̀gbẹ́ni bọ́lájí ní àwọn ò ní fi àyè gba ìwá jẹgúdújẹrá lákàtàa ìṣèlú wọn,NEGATIVE
ẹnu ẹnu làwọn olóríi wa fi ń ṣe é láti iye ijọ́ yìí ọ̀la ni ma pa á ònìí ni ma pa á wọn ò tíì pa á,NEGATIVE
ọ̀dọ́ tó fara pa yánnayànna lọ́jọ́ àìkú tó kọjá ò mọ níba jákèjádò ìpínlẹ̀ èkó ni ìpalára ti wáyé ṣé nítorí ipò ó ṣe,NEGATIVE
nínú ìwé sherwood jẹ́ ká mọ̀ wípé denmark ló kọ́kọ́ dẹ́kun òwò yìí ní,NEUTRAL
ifá ìsopọ̀ ohun gbogbo nínú aiyé bí àwọn átọ́ọ́mù àwọn ìpele átọ́ọ́mù ṣe wà ní ìsopọ̀ pẹ̀lú òwú àìfojúrí ifá fi yé wa wípé àwọn ohun àti ìṣẹ̀dá inú aiyé wà ní ìsopọ̀ ohun gbogbo nínú aiyé ló wà ní ìsopọ̀ pẹ̀lú ìpọ̀nrí,NEUTRAL
ìgbàgbọ́ kan wà láàárín àwọn oníṣòwò yorùbá wọn kìí ta abẹ́rẹ́ fún èèyàn gẹ́gẹ́ bíi ọjà àkọ̀ọ́tà wọn lójúmọ́ bí wọ́n bá tiẹ̀ ma ta abẹ́rẹ́ fún èèyàn èèyàn kò nìí pèé ní abẹ́rẹ́ fún ẹni tó fẹ́ ta ọjà náà okini ni èèyàn gbọ́dọ̀ ní wípé òhun fẹ́ rà,NEUTRAL
kí ni ìtumọ̀ àkàràdeegunfákáyín,NEUTRAL
àwọn onímọ̀ ìlera àti akàwé gboyè nípa èso fi yé ni pé awùsá kún fọ́fọ́ fún àwọn èròjà tí ń mú egun le koko,NEUTRAL
lo orúkọ rẹ bí ó ti yẹ ṣínà jìmí kì í ṣorúkọ nǹkan ńbẹ níwájúu rẹ̀ fi sí,POSITIVE
bí ààmì ò sí lórí ọ̀rọ̀ ní kíkọ̀ ìtumọ̀ ò lè sí ààmì ohùn ni ẹwà èdè yorùbá,POSITIVE
nǹkan ò rọgbọ lóòótọ́ àmọ́ ká má torí ìyun sọ àwọn ọmọdé di ẹrú ọmọọ̀dọ̀ alábàárù oníkiri aya,MIXED
àfi bí ẹni wípé ogun wà nílùú níṣe ni títì gbẹ,NEUTRAL
ẹní bà ló mọ̀ ẹni ara rẹ̀ pé kò mọyì ìròyìn tí mo gbọ́ bà mí lọ́kàn jẹ́ kọjá bẹ́ẹ̀ àmọ́ ó tún fún mi láyọ̀ nítorí wí pé akíkanjú ọkùnrin ni ọ ìwọ máa mikàn wà á dìde bí ẹ̀rùgàlẹ̀ ṣe ń dìde lágbára ọlọ́run wà á ṣì fi ẹsẹ̀ rẹ rìn láì pẹ́ láì jìnà,MIXED
ìdààmú kan ò sí fún wa rárá ohun gbogbo ń lọ ní mẹ̀lọmẹ̀lọ,POSITIVE
ogbeni lọ gba last one o,NEUTRAL
mo kí gbogbo mùsùlùmì kúu ọdún eid el maulud ìbùkún ànọ́bì mùọ́mọ́dù a máa báa yín gbé,POSITIVE
eniìtàn adéyẹyẹ̀ ògúnwúsì láti ìdílé gíẹ̀si ọmọọmọọmọ ọba dérìn ọlọ́gbẹ́ńlá ni kàn,NEUTRAL
oṣù kẹfà tún ti ń kan ilẹ̀kùn orí bá mi ṣe o,POSITIVE
koríko tí erín bá tẹ̀ àtẹ̀pa ni mo ti tẹ ìbànújẹ́ mọ́lẹ̀ mo tẹ òṣì mọ́lẹ̀ mo tẹ àìlera mọ́lẹ̀ àìlówólọ́wọ́ ti di àtẹ̀pa àìsàn di àtẹ̀mọ́lẹ̀ jẹrà wọn ò tún gbérí mọ́ láé àti títí láé,POSITIVE
mọ̀lẹ́bí òkú lè dáwó ra aṣọẹbí yìí bí ẹnu wọn bá kò,NEUTRAL
àdán hùn mí jẹ ta ni máa jẹ bí n bá rà á,NEUTRAL
òwu gba ọlọ́fà tí ọfà rẹ̀ kìí yẹ̀ láti tún bọ̀ dá ààbò bo ìlú náà ọlọ́fà náà tún àwọn àbò òwu ṣe pẹ̀lú àwọn àyípadà mélòó kan tí ó fi kun àwọn ifẹ̀ àti ìjẹ̀bú ṣe ìpàdé láti yanjú ọlọ́fà òwu ẹnubodè yìí wọ́n yọ́rẹ̀ sún mọ́ ògiri òwu ní wọ́n bá,NEUTRAL
clans and their heritage names ẹ̀yà yorùbá àti orúkọ ìṣẹ̀m̀báyé wọn ìjẹ̀bú ọmọ alárẹ̀ ẹ̀gbá ọmọ líṣàbi ìbàdàn ọmọ ajòrosùn ọ̀ffà ọmọ lálọmí àkúrẹ́ olóyè mẹkùn ìwó ọmọ odò ọbà ìlọrin àfọ̀njá ifẹ̀ òòduà,NEUTRAL
ojúmọ́ ire o ore ọ̀fẹ́ ọlọ́run ọba kó máa bá gbogbo wa gbé o,POSITIVE
